lat,lon,id,DAYS_OF_OPERATION,HOURLY_RATE,MAX_TIME,HOURS_OF_OPERATION,TYPE_OF_METER
34.14715699,-118.1488086,275,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14709557,-118.1488099,276,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.1470261,-118.1488083,277,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14695871,-118.1488097,278,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14600614,-118.1489987,279,Sun-Thurs/Fri-Sat,1.25,0.25,11am-8pm/11am-2am,single-space
34.1460622,-118.1489996,280,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14612779,-118.1489997,281,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14633382,-118.1490015,282,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.1463863,-118.1490023,283,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.1464513,-118.1490031,284,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.1463937,-118.1488029,285,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14634242,-118.1488028,286,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14618141,-118.1488011,287,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14613728,-118.1488017,288,Sun-Thurs/Fri-Sat,1.25,0.25,11am-8pm/11am-2am,single-space
34.14607109,-118.1488009,289,Sun-Thurs/Fri-Sat,1.25,0.25,11am-8pm/11am-2am,single-space
34.14501804,-118.1489884,290,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14506813,-118.1489906,291,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14512717,-118.14899,292,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14519336,-118.1489916,293,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14535645,-118.1489933,294,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14540476,-118.1489927,295,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14547035,-118.1489942,296,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14553416,-118.148995,297,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14554752,-118.148796,298,Sun-Thurs/Fri-Sat,1.25,0.25,11am-8pm/11am-2am,single-space
34.14549266,-118.1487945,299,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14543362,-118.1487951,300,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14521358,-118.1487933,301,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14515634,-118.1487917,302,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14509074,-118.1487916,303,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14501978,-118.1487901,304,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14495955,-118.1487907,305,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14482717,-118.148789,306,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14476873,-118.1487882,307,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14373178,-118.1489793,308,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14377591,-118.1489793,309,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14401951,-118.1489798,310,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14408689,-118.1489806,311,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14415368,-118.1489807,312,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14421927,-118.1489823,313,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14414796,-118.1487828,314,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14408057,-118.1487819,315,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14401379,-118.1487818,316,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14394938,-118.1487824,317,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.143882,-118.1487816,318,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14381939,-118.1487793,319,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14374932,-118.1487785,320,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14368552,-118.1487762,321,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14338407,-118.1487757,322,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14333696,-118.1487756,323,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14327256,-118.1487762,324,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14320816,-118.1487746,325,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14314793,-118.1487745,326,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14643256,-118.1413334,327,Mon-Sat,1.25,2,9am-6pm,single-space
34.14662791,-118.141339,328,Mon-Sat,1.25,2,9am-6pm,single-space
34.14681019,-118.1413383,329,Mon-Sat,1.25,2,9am-6pm,single-space
34.14593758,-118.1436137,330,Sun-Sat,1.25,1,7am-8pm,multi-space
34.14508969,-118.1382696,331,Sun-Sat,1.5,20,6am-2am,multi-space
34.14592594,-118.1451688,332,Sun-Sat,1.25,1,7am-8pm,multi-space
34.14591606,-118.1469837,333,Sun-Sat,1.25,2,7am-8pm,multi-space
34.14494288,-118.1377863,334,Sun-Sat,1.5,20,6am-2am,multi-space
34.14638564,-118.1413337,335,Mon-Sat,1.25,2,9am-6pm,single-space
34.1457422,-118.1424165,336,Sun-Sat,1.25,0.25,7am-8pm,multi-space
34.14572203,-118.1446878,337,Sun-Sat,1.25,1,7am-8pm,multi-space
34.14740414,-118.1367963,338,Sun-Sat,1,24,2am-2am,multi-space
34.14740947,-118.1367972,339,Sun-Sat,1,24,2am-2am,multi-space
34.14571849,-118.1450892,340,Sun-Sat,1.25,1,7am-8pm,multi-space
34.1477063,-118.1360519,341,Sun-Sat,1,24,2am-2am,multi-space
34.14675101,-118.1413358,342,Mon-Sat,1.25,2,9am-6pm,single-space
34.1459537,-118.1424013,343,Sun-Sat,1.25,1,7am-8pm,multi-space
34.14715268,-118.1460975,344,Mon-Fri,1.25,1,9am-4pm,single-space
34.14721085,-118.1460935,345,Mon-Fri,1.25,1,9am-4pm,single-space
34.14727704,-118.146095,346,Mon-Fri,1.25,1,9am-4pm,single-space
34.14734569,-118.1460893,347,Mon-Fri,1.25,1,9am-4pm,single-space
34.14740943,-118.1460864,348,Mon-Fri,1.25,1,9am-4pm,single-space
34.14686228,-118.1413394,349,Mon-Sat,1.25,2,9am-6pm,single-space
34.14390342,-118.1324664,350,Mon-Sat,1,1,9am-6pm,multi-space
34.14322824,-118.132464,351,Mon-Sat,1,1,9am-6pm,multi-space
34.14315249,-118.1322114,352,Mon-Sat,1,1,9am-6pm,multi-space
34.14353263,-118.1322134,353,Mon-Sat,1,1,9am-6pm,multi-space
34.14380666,-118.1322206,354,Mon-Sat,1,1,9am-6pm,multi-space
34.14200576,-118.1324543,355,Mon-Sat,1,1,9am-6pm,multi-space
34.14198244,-118.1322076,356,Mon-Sat,1,1,9am-6pm,multi-space
34.14156947,-118.1321988,357,Mon-Sat,1,1,9am-6pm,multi-space
34.1411227,-118.1324575,358,Mon-Sat,1,1,9am-6pm,multi-space
34.13991136,-118.1324351,359,Mon-Sat,1,1,9am-6pm,multi-space
34.13952225,-118.1324308,360,Mon-Sat,1,1,9am-6pm,multi-space
34.13869999,-118.1324258,361,Mon-Sat,1,1,9am-6pm,multi-space
34.13839152,-118.132179,362,Mon-Sat,1,1,9am-6pm,multi-space
34.13862449,-118.132172,363,Mon-Sat,1,1,9am-6pm,multi-space
34.13938377,-118.1321842,364,Mon-Sat,1,1,9am-6pm,multi-space
34.13982613,-118.1321874,365,Mon-Sat,1,1,9am-6pm,multi-space
34.14019272,-118.1321917,366,Mon-Sat,1,1,9am-6pm,multi-space
34.13734553,-118.132165,367,Mon-Sat,1,1,9am-6pm,multi-space
34.1373043,-118.1324125,368,Mon-Sat,1,1,9am-6pm,multi-space
34.13662618,-118.1321577,369,Mon-Sat,1,1,9am-6pm,multi-space
34.1367662,-118.1324042,370,Mon-Sat,1,1,9am-6pm,multi-space
34.13646566,-118.1324025,371,Mon-Sat,1,1,9am-6pm,multi-space
34.14242055,-118.1314461,372,Mon-Sat,1,9,10am-7pm,multi-space
34.14210073,-118.131441,373,Mon-Sat,1,9,10am-7pm,multi-space
34.14175813,-118.1314382,374,Mon-Sat,1,8,10am-7pm,multi-space
34.14141304,-118.1314321,375,Mon-Sat,1,9,10am-7pm,multi-space
34.1410688,-118.131427,376,Mon-Sat,1,9,10am-7pm,multi-space
34.14074717,-118.1313346,377,Mon-Sat,1,9,10am-7pm,multi-space
34.14043565,-118.1314223,378,Mon-Sat,1,9,10am-7pm,multi-space
34.14005522,-118.1313611,379,Mon-Sat,1,9,10am-7pm,multi-space
34.13973495,-118.1314166,380,Mon-Sat,1,9,10am-7pm,multi-space
34.13937929,-118.1313848,381,Mon-Sat,1,9,10am-7pm,multi-space
34.13903047,-118.1313788,382,Mon-Sat,1,9,10am-7pm,multi-space
34.13867706,-118.13138,383,Mon-Sat,1,9,10am-7pm,multi-space
34.13832328,-118.1313749,384,Mon-Sat,1,9,10am-7pm,multi-space
34.13798053,-118.131401,385,Mon-Sat,1,9,10am-7pm,multi-space
34.14396032,-118.1523003,386,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14274857,-118.1522883,387,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14943068,-118.1437,388,Mon-Fri,1.25,1,7am-6pm,single-space
34.14943236,-118.1437889,389,Mon-Fri,1.25,1,7am-6pm,single-space
34.15060868,-118.1444107,390,Mon-Sat,1.25,2,7am-6pm,single-space
34.15055143,-118.1444099,391,Mon-Sat,1.25,2,7am-6pm,single-space
34.15078846,-118.1444182,392,Mon-Sat,1.25,2,7am-6pm,single-space
34.15101895,-118.144415,393,Mon-Sat,1.25,2,7am-6pm,single-space
34.15096587,-118.1444142,394,Mon-Sat,1.25,2,7am-6pm,single-space
34.15100208,-118.1445534,395,Mon-Sat,1.25,2,7am-6pm,single-space
34.15094186,-118.1445497,396,Mon-Sat,1.25,2,7am-6pm,single-space
34.15068276,-118.1445436,397,Mon-Sat,1.25,2,7am-6pm,single-space
34.15072629,-118.1445443,398,Mon-Sat,1.25,2,7am-6pm,single-space
34.150774,-118.1445451,399,Mon-Sat,1.25,2,7am-6pm,single-space
34.15085033,-118.144546,400,Mon-Sat,1.25,2,7am-6pm,single-space
34.14977986,-118.1428883,401,Mon-Fri,1.25,2,7am-6pm,single-space
34.14983771,-118.1428891,402,Mon-Fri,1.25,2,7am-6pm,single-space
34.14990092,-118.14289,403,Mon-Fri,1.25,2,7am-6pm,single-space
34.14996532,-118.1428894,404,Mon-Fri,1.25,2,7am-6pm,single-space
34.15024797,-118.1428963,405,Mon-Fri,1.25,2,7am-6pm,single-space
34.1503076,-118.1428957,406,Mon-Fri,1.25,2,7am-6pm,single-space
34.15071907,-118.1428949,407,Mon-Fri,1.25,2,7am-6pm,single-space
34.1508431,-118.142898,408,Mon-Fri,1.25,2,7am-6pm,single-space
34.15091496,-118.142896,409,Mon-Fri,1.25,2,7am-6pm,single-space
34.15098294,-118.1428997,410,Mon-Fri,1.25,2,7am-6pm,single-space
34.15106642,-118.1429041,411,Mon-Fri,1.25,2,7am-6pm,single-space
34.1509899,-118.143064,412,Mon-Fri,1.25,2,7am-6pm,single-space
34.15092371,-118.1430624,413,Mon-Fri,1.25,2,7am-6pm,single-space
34.15086438,-118.1430587,414,Mon-Fri,1.25,2,7am-6pm,single-space
34.14975134,-118.1430518,415,Mon-Fri,1.25,2,7am-6pm,single-space
34.14980501,-118.143054,416,Mon-Fri,1.25,2,7am-6pm,single-space
34.14986583,-118.143057,417,Mon-Fri,1.25,2,7am-6pm,single-space
34.14993262,-118.1430593,418,Mon-Fri,1.25,2,7am-6pm,single-space
34.1501136,-118.1430589,419,Mon-Fri,1.25,2,7am-6pm,single-space
34.15017264,-118.143059,420,Mon-Fri,1.25,2,7am-6pm,single-space
34.15034796,-118.1430614,421,Mon-Fri,1.25,2,7am-6pm,single-space
34.15041713,-118.1430637,422,Mon-Fri,1.25,2,7am-6pm,single-space
34.15052268,-118.1430639,423,Mon-Fri,1.25,2,7am-6pm,single-space
34.15060616,-118.1430647,424,Mon-Fri,1.25,2,7am-6pm,single-space
34.15067414,-118.1430649,425,Mon-Fri,1.25,2,7am-6pm,single-space
34.15073855,-118.1430628,426,Mon-Fri,1.25,2,7am-6pm,single-space
34.14782964,-118.1415946,427,Mon-Fri,1.25,0.25,6am-6pm,single-space
34.14788331,-118.141594,428,Mon-Fri,1.25,0.25,6am-6pm,single-space
34.1479498,-118.1415941,429,Mon-Fri,1.25,0.25,6am-6pm,single-space
34.14810247,-118.1415872,430,Mon-Fri,1.25,0.25,6am-6pm,single-space
34.14815375,-118.1415887,431,Mon-Fri,1.25,0.25,6am-6pm,single-space
34.14821934,-118.1415888,432,Mon-Fri,1.25,0.25,6am-6pm,single-space
34.14828583,-118.1415911,433,Mon-Fri,1.25,0.25,6am-6pm,single-space
34.14834845,-118.1415905,434,Mon-Fri,1.25,0.25,6am-6pm,single-space
34.14896979,-118.141361,435,Mon-Sat,1.25,2,9am-6pm,single-space
34.14891732,-118.1413587,436,Mon-Sat,1.25,2,9am-6pm,single-space
34.14883801,-118.1413564,437,Mon-Sat,1.25,2,9am-6pm,single-space
34.14878255,-118.141357,438,Mon-Sat,1.25,2,9am-6pm,single-space
34.14834127,-118.1413556,439,Mon-Sat,1.25,2,9am-6pm,single-space
34.14829416,-118.1413541,440,Mon-Sat,1.25,2,9am-6pm,single-space
34.14816804,-118.1413531,441,Mon-Sat,1.25,2,9am-6pm,single-space
34.14809767,-118.1413502,442,Mon-Sat,1.25,2,9am-6pm,single-space
34.14804222,-118.1413508,443,Mon-Sat,1.25,2,9am-6pm,single-space
34.14798556,-118.1413521,444,Mon-Sat,1.25,2,9am-6pm,single-space
34.14791639,-118.1413527,445,Mon-Sat,1.25,2,9am-6pm,single-space
34.1478502,-118.1413504,446,Mon-Sat,1.25,2,9am-6pm,single-space
34.14280036,-118.1414785,447,Mon-Sat,1.25,0.25,9am-4pm,single-space
34.14285641,-118.1414808,448,Mon-Sat,1.25,0.25,9am-4pm,single-space
34.14301861,-118.1414811,449,Mon-Sat,1.25,2,9am-4pm,single-space
34.14306989,-118.1414811,450,Mon-Sat,1.25,2,9am-4pm,single-space
34.14322285,-118.14148,451,Mon-Sat,1.25,2,9am-4pm,single-space
34.14327831,-118.1414822,452,Mon-Sat,1.25,2,9am-4pm,single-space
34.14334212,-118.1414809,453,Mon-Sat,1.25,2,9am-4pm,single-space
34.14989167,-118.1452152,454,Mon-Sat,1.25,2,7am-6pm,multi-space
34.14991548,-118.1450684,455,Mon-Sat,1.25,2,7am-6pm,multi-space
34.14247063,-118.1513579,456,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14236001,-118.1530039,457,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14371206,-118.1517393,458,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14246989,-118.1519486,459,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14360935,-118.1513823,460,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14246373,-118.1530346,461,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14360712,-118.1517273,462,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14246334,-118.153343,463,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14247263,-118.1507121,464,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14371448,-118.1512373,465,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.1423634,-118.1517447,466,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14358205,-118.1494501,467,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14358335,-118.1493626,468,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14348772,-118.1495389,469,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14246593,-118.1527111,470,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14348643,-118.1496199,471,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14247312,-118.1507932,472,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14236789,-118.151016,473,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14348722,-118.1494629,474,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14358404,-118.1492895,475,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14236112,-118.1525966,476,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14246206,-118.1538802,477,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14235704,-118.1534654,478,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14235862,-118.1531596,479,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14235605,-118.1537796,480,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14360645,-118.1517876,481,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14371276,-118.1516561,482,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14361377,-118.1507031,483,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14348634,-118.1496967,484,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14357883,-118.1501261,485,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14370975,-118.1521553,486,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14235891,-118.1529308,487,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14246544,-118.153102,488,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14348999,-118.1491487,489,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14348474,-118.1500183,490,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14236035,-118.1527393,491,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14246633,-118.1528682,492,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14360504,-118.1519611,493,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14371438,-118.1513191,494,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.1423639,-118.1518185,495,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14246235,-118.153655,496,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14235931,-118.1530821,497,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14348564,-118.1497738,498,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14236702,-118.1512373,499,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.1423635,-118.1516644,500,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14348921,-118.1492986,501,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14358256,-118.1495197,502,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14358021,-118.1499783,503,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14236379,-118.1519071,504,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14247032,-118.1520777,505,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14361027,-118.1511173,506,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14235734,-118.1536978,507,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.1423642,-118.1515804,508,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14348485,-118.1499359,509,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14236549,-118.1515066,510,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.1437161,-118.1513764,511,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14246274,-118.1538192,512,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14360855,-118.1515394,513,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14348554,-118.1498541,514,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.1423636,-118.1520599,515,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14360495,-118.1520379,516,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14246643,-118.1527908,517,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14246414,-118.1531852,518,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14357831,-118.1500608,519,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14236645,-118.1507356,520,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14247156,-118.1510843,521,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14246365,-118.1535711,522,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14371126,-118.1519021,523,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14235754,-118.1535407,524,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14246324,-118.1534248,525,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14246904,-118.1516714,526,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14348852,-118.1493768,527,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14828057,-118.1562119,528,Sun-Sat,0.75,10,6am-2am,single-space
34.14616519,-118.1560455,529,Sun-Sat,1.25,1,6am-2am,single-space
34.14866151,-118.1562965,530,Sun-Sat,0.75,10,6am-2am,single-space
34.14585666,-118.1565036,531,Sun-Sat,1.25,1,6am-2am,multi-space
34.14781896,-118.1561096,532,Sun-Sat,0.75,10,6am-2am,single-space
34.148034,-118.1561548,533,Sun-Sat,0.75,10,6am-2am,single-space
34.14853239,-118.1562655,534,Sun-Sat,0.75,10,6am-2am,single-space
34.14723678,-118.1560547,535,Sun-Sat,0.75,10,6am-2am,single-space
34.14911602,-118.1563982,536,Sun-Sat,0.75,10,6am-2am,single-space
34.14814846,-118.1561823,537,Sun-Sat,0.75,10,6am-2am,single-space
34.14623735,-118.1560464,538,Sun-Sat,1.25,1,6am-2am,single-space
34.14884131,-118.156337,539,Sun-Sat,0.75,10,6am-2am,single-space
34.14859736,-118.1562821,540,Sun-Sat,0.75,10,6am-2am,single-space
34.14683999,-118.1560511,541,Sun-Sat,0.75,10,6am-2am,single-space
34.14789587,-118.1561262,542,Sun-Sat,0.75,10,6am-2am,single-space
34.14796085,-118.1561399,543,Sun-Sat,0.75,10,6am-2am,single-space
34.14704894,-118.1560543,544,Sun-Sat,0.75,10,6am-2am,single-space
34.14925409,-118.1564264,545,Sun-Sat,0.75,10,6am-2am,single-space
34.14584189,-118.1573144,546,Sun-Sat,1.25,1,6am-2am,multi-space
34.14809123,-118.1561685,547,Sun-Sat,0.75,10,6am-2am,single-space
34.14931907,-118.1564409,548,Sun-Sat,0.75,10,6am-2am,single-space
34.14610258,-118.1560447,549,Sun-Sat,1.25,1,6am-2am,single-space
34.1477662,-118.1560994,550,Sun-Sat,0.75,10,6am-2am,single-space
34.1471694,-118.1560545,551,Sun-Sat,0.75,10,6am-2am,single-space
34.14938644,-118.1564561,552,Sun-Sat,0.75,10,6am-2am,single-space
34.14834245,-118.1562257,553,Sun-Sat,0.75,10,6am-2am,single-space
34.1471044,-118.1560544,554,Sun-Sat,0.75,10,6am-2am,single-space
34.14821857,-118.1561953,555,Sun-Sat,0.75,10,6am-2am,single-space
34.14847396,-118.1562532,556,Sun-Sat,0.75,10,6am-2am,single-space
34.14898367,-118.1563685,557,Sun-Sat,0.75,10,6am-2am,single-space
34.14745258,-118.1560623,558,Sun-Sat,0.75,10,6am-2am,single-space
34.14918517,-118.1564134,559,Sun-Sat,0.75,10,6am-2am,single-space
34.14904686,-118.156383,560,Sun-Sat,0.75,10,6am-2am,single-space
34.14757482,-118.1560718,561,Sun-Sat,0.75,10,6am-2am,single-space
34.14840922,-118.1562401,562,Sun-Sat,0.75,10,6am-2am,single-space
34.14872577,-118.1563117,563,Sun-Sat,0.75,10,6am-2am,single-space
34.14878241,-118.1563212,564,Sun-Sat,0.75,10,6am-2am,single-space
34.1477042,-118.1560878,565,Sun-Sat,0.75,10,6am-2am,single-space
34.14763742,-118.1560798,566,Sun-Sat,0.75,10,6am-2am,single-space
34.14751042,-118.1560659,567,Sun-Sat,0.75,10,6am-2am,single-space
34.14891583,-118.1563544,568,Sun-Sat,0.75,10,6am-2am,single-space
34.14588007,-118.1494205,569,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14587978,-118.1496572,570,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14587059,-118.1512857,571,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14586567,-118.1518824,572,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14586235,-118.1535654,573,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
34.14588436,-118.1545466,574,Sun-Thurs/Fri-Sat,1.25,2,11am-8pm/11am-2am,single-space
