lat,lon,id
34.1411496,-118.1524,174
34.14129957,-118.1524002,175
34.1413592,-118.1524011,176
34.14142241,-118.1524012,177
34.14148622,-118.152402,178
34.14155181,-118.152405,179
34.14260716,-118.1522871,180
34.14266143,-118.1522872,181
34.14288028,-118.1522884,182
34.1429894,-118.15229,183
34.14323568,-118.1522912,184
34.14329889,-118.1522949,185
34.14336836,-118.1522936,186
34.14343157,-118.152293,187
34.14348584,-118.1522945,188
34.14383796,-118.152298,189
34.14388984,-118.1522981,190
34.14403296,-118.1522991,191
34.14408961,-118.1522992,192
34.14429876,-118.1524258,193
34.14417414,-118.1524227,194
34.14410974,-118.152419,195
34.14404056,-118.1524189,196
34.14398212,-118.1524202,197
34.14391713,-118.1524165,198
34.14385928,-118.1524221,199
34.14473321,-118.1521691,200
34.1448,-118.1521692,201
34.144865,-118.15217,202
34.14772648,-118.1499936,203
34.14493417,-118.1521716,204
34.14498605,-118.1521717,205
34.14552616,-118.1522996,206
34.14546534,-118.1522988,207
34.14224409,-118.143939,208
34.14224357,-118.1438723,209
34.14224367,-118.143787,210
34.14227201,-118.1445279,211
34.14227907,-118.1446097,212
34.14228375,-118.1446792,213
34.14464211,-118.1425191,214
34.14464339,-118.1424431,215
34.14464408,-118.1423671,216
34.14773049,-118.147487,217
34.14774604,-118.1474433,218
34.14776577,-118.1474053,219
34.14779741,-118.1473738,220
34.14783799,-118.1473559,221
34.14787853,-118.1473567,222
34.14791728,-118.147369,223
34.14784532,-118.1476966,224
34.14789303,-118.147696,225
34.14793002,-118.1476796,226
34.14796405,-118.1476509,227
34.14745285,-118.1477713,228
34.14739501,-118.1477704,229
34.14734313,-118.1477703,230
34.14699965,-118.1477669,231
34.14705689,-118.1477677,232
34.14711801,-118.1477685,233
34.14741017,-118.1475567,234
34.14735591,-118.1475573,235
34.14729926,-118.1475526,236
34.14721995,-118.1475517,237
34.14715615,-118.1475516,238
34.14708906,-118.1475522,239
34.14702823,-118.147555,240
34.14637381,-118.1477625,241
34.146522,-118.1477592,242
34.14656731,-118.1477622,243
34.14805391,-118.1490171,244
34.14811413,-118.1490194,245
34.14818689,-118.1490188,246
34.14825188,-118.1490196,247
34.14852112,-118.1490237,248
34.14910671,-118.1490276,249
34.14916276,-118.1490291,250
34.14922895,-118.1490292,251
34.14929336,-118.1490293,252
34.148694,-118.1488249,253
34.1486296,-118.1488255,254
34.14856222,-118.148824,255
34.14849662,-118.1488217,256
34.14808427,-118.1488181,257
34.14815224,-118.1488211,258
34.14821963,-118.1488191,259
34.1482888,-118.1488213,260
34.14835798,-118.1488215,261
34.14842894,-118.1488223,262
34.14695608,-118.1490069,263
34.14700975,-118.149007,264
34.14707892,-118.1490085,265
34.14714035,-118.1490087,266
34.14727362,-118.1490096,267
34.14733564,-118.1490097,268
34.14740302,-118.1490141,269
34.14745903,-118.148812,270
34.14740476,-118.1488119,271
34.14733916,-118.1488118,272
34.14727834,-118.1488109,273
34.14721752,-118.1488101,274
34.14715699,-118.1488086,275
34.14709557,-118.1488099,276
34.1470261,-118.1488083,277
34.14695871,-118.1488097,278
34.14600614,-118.1489987,279
34.1460622,-118.1489996,280
34.14612779,-118.1489997,281
34.14633382,-118.1490015,282
34.1463863,-118.1490023,283
34.1464513,-118.1490031,284
34.1463937,-118.1488029,285
34.14634242,-118.1488028,286
34.14618141,-118.1488011,287
34.14613728,-118.1488017,288
34.14607109,-118.1488009,289
34.14501804,-118.1489884,290
34.14506813,-118.1489906,291
34.14512717,-118.14899,292
34.14519336,-118.1489916,293
34.14535645,-118.1489933,294
34.14540476,-118.1489927,295
34.14547035,-118.1489942,296
34.14553416,-118.148995,297
34.14554752,-118.148796,298
34.14549266,-118.1487945,299
34.14543362,-118.1487951,300
34.14521358,-118.1487933,301
34.14515634,-118.1487917,302
34.14509074,-118.1487916,303
34.14501978,-118.1487901,304
34.14495955,-118.1487907,305
34.14482717,-118.148789,306
34.14476873,-118.1487882,307
34.14373178,-118.1489793,308
34.14377591,-118.1489793,309
34.14401951,-118.1489798,310
34.14408689,-118.1489806,311
34.14415368,-118.1489807,312
34.14421927,-118.1489823,313
34.14414796,-118.1487828,314
34.14408057,-118.1487819,315
34.14401379,-118.1487818,316
34.14394938,-118.1487824,317
34.143882,-118.1487816,318
34.14381939,-118.1487793,319
34.14374932,-118.1487785,320
34.14368552,-118.1487762,321
34.14338407,-118.1487757,322
34.14333696,-118.1487756,323
34.14327256,-118.1487762,324
34.14320816,-118.1487746,325
34.14314793,-118.1487745,326
34.14643256,-118.1413334,327
34.14662791,-118.141339,328
34.14681019,-118.1413383,329
34.14593758,-118.1436137,330
34.14508969,-118.1382696,331
34.14592594,-118.1451688,332
34.14591606,-118.1469837,333
34.14494288,-118.1377863,334
34.14638564,-118.1413337,335
34.1457422,-118.1424165,336
34.14572203,-118.1446878,337
34.14740414,-118.1367963,338
34.14740947,-118.1367972,339
34.14571849,-118.1450892,340
34.1477063,-118.1360519,341
34.14675101,-118.1413358,342
34.1459537,-118.1424013,343
34.14715268,-118.1460975,344
34.14721085,-118.1460935,345
34.14727704,-118.146095,346
34.14734569,-118.1460893,347
34.14740943,-118.1460864,348
34.14686228,-118.1413394,349
34.14390342,-118.1324664,350
34.14322824,-118.132464,351
34.14315249,-118.1322114,352
34.14353263,-118.1322134,353
34.14380666,-118.1322206,354
34.14200576,-118.1324543,355
34.14198244,-118.1322076,356
34.14156947,-118.1321988,357
34.1411227,-118.1324575,358
34.13991136,-118.1324351,359
34.13952225,-118.1324308,360
34.13869999,-118.1324258,361
34.13839152,-118.132179,362
34.13862449,-118.132172,363
34.13938377,-118.1321842,364
34.13982613,-118.1321874,365
34.14019272,-118.1321917,366
34.13734553,-118.132165,367
34.1373043,-118.1324125,368
34.13662618,-118.1321577,369
34.1367662,-118.1324042,370
34.13646566,-118.1324025,371
34.14242055,-118.1314461,372
34.14210073,-118.131441,373
34.14175813,-118.1314382,374
34.14141304,-118.1314321,375
34.1410688,-118.131427,376
34.14074717,-118.1313346,377
34.14043565,-118.1314223,378
34.14005522,-118.1313611,379
34.13973495,-118.1314166,380
34.13937929,-118.1313848,381
34.13903047,-118.1313788,382
34.13867706,-118.13138,383
34.13832328,-118.1313749,384
34.13798053,-118.131401,385
34.14396032,-118.1523003,386
34.14274857,-118.1522883,387
34.14943068,-118.1437,388
34.14943236,-118.1437889,389
34.15060868,-118.1444107,390
34.15055143,-118.1444099,391
34.15078846,-118.1444182,392
34.15101895,-118.144415,393
34.15096587,-118.1444142,394
34.15100208,-118.1445534,395
34.15094186,-118.1445497,396
34.15068276,-118.1445436,397
34.15072629,-118.1445443,398
34.150774,-118.1445451,399
34.15085033,-118.144546,400
34.14977986,-118.1428883,401
34.14983771,-118.1428891,402
34.14990092,-118.14289,403
34.14996532,-118.1428894,404
34.15024797,-118.1428963,405
34.1503076,-118.1428957,406
34.15071907,-118.1428949,407
34.1508431,-118.142898,408
34.15091496,-118.142896,409
34.15098294,-118.1428997,410
34.15106642,-118.1429041,411
34.1509899,-118.143064,412
34.15092371,-118.1430624,413
34.15086438,-118.1430587,414
34.14975134,-118.1430518,415
34.14980501,-118.143054,416
34.14986583,-118.143057,417
34.14993262,-118.1430593,418
34.1501136,-118.1430589,419
34.15017264,-118.143059,420
34.15034796,-118.1430614,421
34.15041713,-118.1430637,422
34.15052268,-118.1430639,423
34.15060616,-118.1430647,424
34.15067414,-118.1430649,425
34.15073855,-118.1430628,426
34.14782964,-118.1415946,427
34.14788331,-118.141594,428
34.1479498,-118.1415941,429
34.14810247,-118.1415872,430
34.14815375,-118.1415887,431
34.14821934,-118.1415888,432
34.14828583,-118.1415911,433
34.14834845,-118.1415905,434
34.14896979,-118.141361,435
34.14891732,-118.1413587,436
34.14883801,-118.1413564,437
34.14878255,-118.141357,438
34.14834127,-118.1413556,439
34.14829416,-118.1413541,440
34.14816804,-118.1413531,441
34.14809767,-118.1413502,442
34.14804222,-118.1413508,443
34.14798556,-118.1413521,444
34.14791639,-118.1413527,445
34.1478502,-118.1413504,446
34.14280036,-118.1414785,447
34.14285641,-118.1414808,448
34.14301861,-118.1414811,449
34.14306989,-118.1414811,450
34.14322285,-118.14148,451
34.14327831,-118.1414822,452
34.14334212,-118.1414809,453
34.14989167,-118.1452152,454
34.14991548,-118.1450684,455
34.14247063,-118.1513579,456
34.14236001,-118.1530039,457
34.14371206,-118.1517393,458
34.14246989,-118.1519486,459
34.14360935,-118.1513823,460
34.14246373,-118.1530346,461
34.14360712,-118.1517273,462
34.14246334,-118.153343,463
34.14247263,-118.1507121,464
34.14371448,-118.1512373,465
34.1423634,-118.1517447,466
34.14358205,-118.1494501,467
34.14358335,-118.1493626,468
34.14348772,-118.1495389,469
34.14246593,-118.1527111,470
34.14348643,-118.1496199,471
34.14247312,-118.1507932,472
34.14236789,-118.151016,473
34.14348722,-118.1494629,474
34.14358404,-118.1492895,475
34.14236112,-118.1525966,476
34.14246206,-118.1538802,477
34.14235704,-118.1534654,478
34.14235862,-118.1531596,479
34.14235605,-118.1537796,480
34.14360645,-118.1517876,481
34.14371276,-118.1516561,482
34.14361377,-118.1507031,483
34.14348634,-118.1496967,484
34.14357883,-118.1501261,485
34.14370975,-118.1521553,486
34.14235891,-118.1529308,487
34.14246544,-118.153102,488
34.14348999,-118.1491487,489
34.14348474,-118.1500183,490
34.14236035,-118.1527393,491
34.14246633,-118.1528682,492
34.14360504,-118.1519611,493
34.14371438,-118.1513191,494
34.1423639,-118.1518185,495
34.14246235,-118.153655,496
34.14235931,-118.1530821,497
34.14348564,-118.1497738,498
34.14236702,-118.1512373,499
34.1423635,-118.1516644,500
34.14348921,-118.1492986,501
34.14358256,-118.1495197,502
34.14358021,-118.1499783,503
34.14236379,-118.1519071,504
34.14247032,-118.1520777,505
34.14361027,-118.1511173,506
34.14235734,-118.1536978,507
34.1423642,-118.1515804,508
34.14348485,-118.1499359,509
34.14236549,-118.1515066,510
34.1437161,-118.1513764,511
34.14246274,-118.1538192,512
34.14360855,-118.1515394,513
34.14348554,-118.1498541,514
34.1423636,-118.1520599,515
34.14360495,-118.1520379,516
34.14246643,-118.1527908,517
34.14246414,-118.1531852,518
34.14357831,-118.1500608,519
34.14236645,-118.1507356,520
34.14247156,-118.1510843,521
34.14246365,-118.1535711,522
34.14371126,-118.1519021,523
34.14235754,-118.1535407,524
34.14246324,-118.1534248,525
34.14246904,-118.1516714,526
34.14348852,-118.1493768,527
34.14828057,-118.1562119,528
34.14616519,-118.1560455,529
34.14866151,-118.1562965,530
34.14585666,-118.1565036,531
34.14781896,-118.1561096,532
34.148034,-118.1561548,533
34.14853239,-118.1562655,534
34.14723678,-118.1560547,535
34.14911602,-118.1563982,536
34.14814846,-118.1561823,537
34.14623735,-118.1560464,538
34.14884131,-118.156337,539
34.14859736,-118.1562821,540
34.14683999,-118.1560511,541
34.14789587,-118.1561262,542
34.14796085,-118.1561399,543
34.14704894,-118.1560543,544
34.14925409,-118.1564264,545
34.14584189,-118.1573144,546
34.14809123,-118.1561685,547
34.14931907,-118.1564409,548
34.14610258,-118.1560447,549
34.1477662,-118.1560994,550
34.1471694,-118.1560545,551
34.14938644,-118.1564561,552
34.14834245,-118.1562257,553
34.1471044,-118.1560544,554
34.14821857,-118.1561953,555
34.14847396,-118.1562532,556
34.14898367,-118.1563685,557
34.14745258,-118.1560623,558
34.14918517,-118.1564134,559
34.14904686,-118.156383,560
34.14757482,-118.1560718,561
34.14840922,-118.1562401,562
34.14872577,-118.1563117,563
34.14878241,-118.1563212,564
34.1477042,-118.1560878,565
34.14763742,-118.1560798,566
34.14751042,-118.1560659,567
34.14891583,-118.1563544,568
34.14588007,-118.1494205,569
34.14587978,-118.1496572,570
34.14587059,-118.1512857,571
34.14586567,-118.1518824,572
34.14586235,-118.1535654,573
34.14588436,-118.1545466,574
34.14588542,-118.1555769,575
34.14562914,-118.1556087,576
34.14563073,-118.1543657,577
34.14566253,-118.1532813,578
34.14566743,-118.1527086,579
34.14566941,-118.1525544,580
34.1456743,-118.151508,581
34.14567319,-118.1509708,582
34.14568305,-118.1497515,583
34.14568711,-118.1493642,584
34.14570107,-118.1481932,585
34.14445608,-118.148258,586
34.1444571,-118.1484014,587
34.1444564,-118.1484868,588
34.14445746,-118.1485929,589
34.14445618,-118.1486682,590
34.14459971,-118.1483264,591
34.14459901,-118.1484139,592
34.14459883,-118.1485624,593
34.14459992,-118.1486405,594
34.14444596,-118.1501755,595
34.14444664,-118.1501123,596
34.14444829,-118.1497419,597
34.14444898,-118.1496709,598
34.14445283,-118.1494446,599
34.14445299,-118.1493206,600
34.14458593,-118.150747,601
34.14458582,-118.1508287,602
34.14458572,-118.1509127,603
34.14458227,-118.1512878,604
34.14458216,-118.151376,605
34.14458129,-118.1515911,606
34.14458179,-118.1516707,607
34.14458108,-118.1517604,608
34.14443452,-118.1521238,609
34.14443581,-118.1520492,610
34.14443726,-118.1518412,611
34.14443737,-118.1517565,612
34.14443985,-118.1516823,613
34.14443994,-118.1516113,614
34.14444063,-118.1515346,615
34.14444132,-118.1514586,616
34.14444142,-118.1513832,617
34.14444211,-118.1513065,618
34.14444274,-118.150798,619
34.14444204,-118.1508855,620
34.14457451,-118.1527193,621
34.14457439,-118.1528075,622
34.14457486,-118.1529101,623
34.14457415,-118.1530048,624
34.14457347,-118.1530711,625
34.14457268,-118.1532203,626
34.14457137,-118.1533128,627
34.14457126,-118.1533967,628
34.14456949,-118.1538525,629
34.14457079,-118.1537707,630
34.14457265,-118.1537098,631
34.14457119,-118.1534584,632
34.14442657,-118.1536952,633
34.14442725,-118.1536292,634
34.14442855,-118.1535456,635
34.14442805,-118.1534682,636
34.14442994,-118.1533893,637
34.14442771,-118.1532677,638
34.14443047,-118.1529776,639
34.14443057,-118.1528937,640
34.14443246,-118.1528137,641
34.14443374,-118.1527449,642
34.14443264,-118.1526739,643
34.14443332,-118.1526029,644
34.144434,-118.1525405,645
34.14460074,-118.15446,646
34.14460899,-118.1545375,647
34.14461545,-118.1546164,648
34.1446231,-118.154696,649
34.14462956,-118.1547757,650
34.14463781,-118.1548521,651
34.14464426,-118.1549324,652
34.14465132,-118.1550113,653
34.14465838,-118.1550881,654
34.14466662,-118.155167,655
34.14467308,-118.155248,656
34.14467953,-118.1553298,657
34.14831766,-118.1449264,658
34.14831498,-118.1451709,659
34.14831609,-118.1452369,660
34.1483154,-118.1453166,661
34.1483141,-118.1454048,662
34.14831401,-118.1454801,663
34.14843876,-118.1448882,664
34.14843945,-118.1448115,665
34.14844074,-118.1447319,666
34.14266995,-118.1475806,667
34.14272958,-118.1475829,668
34.14278324,-118.1475837,669
34.14285003,-118.1475852,670
34.14292695,-118.1475904,671
34.14312314,-118.14759,672
34.14317741,-118.1475894,673
34.14341802,-118.1475913,674
34.1434866,-118.1475928,675
34.14359394,-118.1475952,676
34.14364015,-118.147596,677
34.14370515,-118.1475982,678
34.14310828,-118.1473114,679
34.14332265,-118.1473125,680
34.14325765,-118.1473131,681
34.14316761,-118.1473122,682
34.14283039,-118.1473123,683
34.142763,-118.1473122,684
34.14270099,-118.1473107,685
34.14262645,-118.1473084,686
34.14255966,-118.1473054,687
34.14603826,-118.1521829,688
34.14610266,-118.1521831,689
34.14615275,-118.1521832,690
34.14661609,-118.1521876,691
34.14598635,-118.15409,692
34.14604836,-118.1540929,693
34.14611336,-118.1540945,694
34.14617537,-118.154096,695
34.14634771,-118.1540956,696
34.14639959,-118.1540957,697
34.14516044,-118.1540841,698
34.14510618,-118.1540833,699
34.14482263,-118.1540799,700
34.14476121,-118.1540798,701
34.14470038,-118.1540776,702
34.14406232,-118.1540749,703
34.1434496,-118.1540688,704
34.14339951,-118.1540687,705
34.14333212,-118.1540671,706
34.1432707,-118.1540677,707
34.14320272,-118.1540662,708
34.14258046,-118.15406,709
34.14264844,-118.1540623,710
34.14271821,-118.1540624,711
34.14276592,-118.1540647,712
34.14294094,-118.1540643,713
34.14300415,-118.1540644,714
34.14307332,-118.1540652,715
34.14141674,-118.1540514,716
34.1414725,-118.1540501,717
34.1415548,-118.1540495,718
34.14162755,-118.1540504,719
34.14176201,-118.1540535,720
34.14181628,-118.1540536,721
34.14187114,-118.1540558,722
34.14193346,-118.1540552,723
34.14200442,-118.1540546,724
34.14218868,-118.1540564,725
34.14212726,-118.1540556,726
34.14961951,-118.1467121,727
34.14961941,-118.1467918,728
34.14961931,-118.1468714,729
34.14961862,-118.1469503,730
34.14961675,-118.1470155,731
34.14961518,-118.1473304,732
34.14961449,-118.1474057,733
34.14961439,-118.1474897,734
34.14941598,-118.1497781,735
34.14941684,-118.1495636,736
34.14941692,-118.1495005,737
34.14683946,-118.1479376,738
34.14683995,-118.1480201,739
34.14683856,-118.1481821,740
34.14683668,-118.1482582,741
34.1468366,-118.1483249,742
34.14683639,-118.148497,743
34.14683569,-118.1485781,744
34.14683559,-118.1486562,745
34.14683082,-118.1491418,746
34.14683073,-118.149215,747
34.14683123,-118.1492924,748
34.14683122,-118.1493025,749
34.14682915,-118.1495269,750
34.14682785,-118.1496144,751
34.14682867,-118.1499178,752
34.14682696,-118.149849,753
34.14682767,-118.1497651,754
34.14682776,-118.1496898,755
34.14682182,-118.1501534,756
34.14664905,-118.154004,757
34.14664912,-118.1539452,758
34.14665204,-118.153527,759
34.14665154,-118.1534539,760
34.14665163,-118.1533807,761
34.1466529,-118.1533183,762
34.1466524,-118.1532433,763
34.1466525,-118.1531666,764
34.14665499,-118.1530848,765
34.14665568,-118.1530038,766
34.14665519,-118.1529256,767
34.14665707,-118.1528474,768
34.14665599,-118.1527646,769
34.14665726,-118.1526979,770
34.14665797,-118.1526097,771
34.14665987,-118.1525222,772
34.14675943,-118.1543276,773
34.14675635,-118.1544051,774
34.14675207,-118.1544854,775
34.14674839,-118.1545672,776
34.14674531,-118.1546468,777
34.14674282,-118.1547253,778
34.14674153,-118.1548042,779
34.14673904,-118.1548824,780
34.14673656,-118.1549627,781
34.14673347,-118.155043,782
34.14673159,-118.1551187,783
34.1467291,-118.155199,784
34.1467272,-118.1552794,785
34.14672412,-118.1553575,786
34.14672223,-118.1554379,787
34.14672034,-118.1555153,788
34.14671845,-118.1555928,789
34.14671656,-118.1556745,790
34.14671348,-118.1557506,791
34.14262377,-118.1428076,792
34.14888594,-118.144194,793
34.14831914,-118.1446836,794
34.14097503,-118.1522734,795
34.14671161,-118.1558165,796
34.14048216,-118.1501135,797
34.14048345,-118.1500346,798
34.14048476,-118.1499471,799
34.14048545,-118.1498696,800
34.14048554,-118.1497958,801
34.14048681,-118.1497362,802
34.14085894,-118.1507707,803
34.14086065,-118.1508339,804
34.14085857,-118.1510644,805
34.14085788,-118.1511404,806
34.14085719,-118.1512193,807
34.14085828,-118.1512989,808
34.14085699,-118.1513793,809
34.14085748,-118.151461,810
34.14085679,-118.1515342,811
34.14085609,-118.1516195,812
34.1408554,-118.1516963,813
34.1408541,-118.1517802,814
34.14085462,-118.1518404,815
34.14067788,-118.1517361,816
34.1406766,-118.1518035,817
34.14067651,-118.1518788,818
34.14067581,-118.1519627,819
34.1406769,-118.1520423,820
34.1406762,-118.1521212,821
34.14067641,-118.1524282,822
34.14067549,-118.152686,823
34.14067462,-118.1529047,824
34.14246254,-118.1535036,825
34.14236696,-118.1508044,826
34.14360865,-118.1514627,827
34.14360977,-118.1510442,828
34.14236618,-118.151432,829
34.1436125,-118.1507684,830
34.14348336,-118.150174,831
34.14235774,-118.1533866,832
34.14371405,-118.1515787,833
34.14358603,-118.1491238,834
34.14247148,-118.1511546,835
34.14371459,-118.1511498,836
34.14246603,-118.1526358,837
34.14358295,-118.1492084,838
34.14348931,-118.149219,839
34.14247363,-118.150867,840
34.14246404,-118.1532655,841
34.14236429,-118.1519817,842
34.14247034,-118.151586,843
34.14361017,-118.1511977,844
34.14235744,-118.1536168,845
34.14235782,-118.1533177,846
34.14236044,-118.1526625,847
34.14360358,-118.1521781,848
34.14246682,-118.15295,849
34.14348345,-118.1500965,850
34.14371196,-118.1518204,851
34.14832042,-118.1446104,852
34.14831906,-118.1447532,853
34.14831698,-118.1449959,854
34.14462415,-118.1448576,855
34.14588563,-118.1550384,856
34.14562954,-118.1549793,857
34.1458566,-118.1529794,858
34.14831524,-118.145555,859
34.14831438,-118.1456274,860
34.14773957,-118.1484485,861
34.14520325,-118.152299,862
34.14514124,-118.1522975,863
34.14699434,-118.1470924,864
34.14698366,-118.1470924,865
34.146547,-118.1415825,866
34.14468719,-118.1554044,867
34.14469424,-118.1554826,868
34.1447001,-118.1555644,869
34.14470656,-118.1556419,870
34.14471244,-118.155705,871
34.1416458,-118.1521467,872
34.1416453,-118.1520692,873
34.14164479,-118.1519996,874
34.14164693,-118.1517203,875
34.14164702,-118.1516514,876
34.14164711,-118.1515811,877
34.14246921,-118.1520088,878
34.14444673,-118.1500399,879
34.14961329,-118.14473,880
34.14961202,-118.1447945,881
34.1444434,-118.1512283,882
34.1477015,-118.1430357,883
34.14771517,-118.1428675,884
34.14893829,-118.1428787,885
34.14887492,-118.1430438,886
34.14754117,-118.1453858,887
34.14902619,-118.1444029,888
34.14775136,-118.1448793,889
34.14774763,-118.1453163,890
34.14754169,-118.1449497,891
34.14682488,-118.1500846,892
34.14720624,-118.1490095,893
34.14384031,-118.1489795,894
34.14828618,-118.1436208,895
34.1484349,-118.1436638,896
34.14755365,-118.1465418,897
34.14771569,-118.1464291,898
34.14770904,-118.1470863,899
34.14360235,-118.1529066,900
34.14359569,-118.153596,901
34.14370668,-118.1529147,902
34.14370446,-118.1536067,903
34.14331154,-118.1524292,904
34.14282538,-118.1524238,905
34.13836547,-118.1324307,906
34.14144681,-118.1324628,907
34.1460254,-118.1298,908
34.1460221,-118.13018,909
34.1460192,-118.13071,910
34.1460135,-118.13112,911
34.1460169,-118.13137,912
34.1460092,-118.13157,913
34.1460039,-118.13273,914
34.1460054,-118.13307,915
34.1460019,-118.13328,916
34.1459983,-118.13418,917
34.1459968,-118.13433,918
34.1459951,-118.13463,919
34.1459924,-118.13484,920
34.1459892,-118.13554,921
34.1459883,-118.13579,922
34.1459859,-118.13622,923
34.1459844,-118.13641,924
34.1459797,-118.1372,925
34.1459774,-118.13726,926
34.1459777,-118.13744,927
34.1459747,-118.13784,928
34.1459712,-118.13866,929
34.1459691,-118.13886,930
34.1459664,-118.13924,931
34.1459623,-118.14013,932
34.1459606,-118.14026,933
34.1459593,-118.14055,934
34.1459567,-118.14091,935
34.1459515,-118.14188,936
34.1459505,-118.14204,937
34.1459484,-118.1424,938
34.1459479,-118.14255,939
34.1459443,-118.14328,940
34.1459414,-118.14348,941
34.1459409,-118.14364,942
